#NOTES: 
#All Castle doors and gates are found in the castledoor.sql
#All thrones and signs are found in the staticobjects.csv
#To make a door unlockable through the unlock skill, add true to the end of the string
#Doors sorted by map regions
#Table Description:
#name;static_object_id;posx;posy;posz;pos_minx;pos_miny;pos_minz;pos_maxx;pos_maxy;pos_maxz;hp;physical_defence;magic_defence;unlockable;start_opened
##############################################################################

# Doors on region 16_20:

#Normil's Garden
Normils_garden_01;16200001;-109704;76424;-12656;-109819;76415;-12656;-109589;76435;-12612;158250;644;518;False
Normils_garden_02;16200002;-110856;77960;-12848;-110874;77861;-12848;-110838;78060;-12804;158250;644;518;False
Normils_garden_03;16200003;-111624;77960;-12848;-111642;77861;-12848;-111606;78060;-12804;158250;644;518;False
Normils_garden_04;16200004;-107587;80604;-12946;-107607;80506;-12946;-107573;80702;-12886;158250;644;518;False
Normils_garden_05;16200005;-109120;80648;-12944;-109141;80451;-12944;-109100;80844;-12876;158250;644;518;False
Normils_garden_06;16200006;-108676;82444;-12912;-108830;82290;-12912;-108521;82599;-12844;158250;644;518;False
Normils_garden_07;16200007;-110475;83143;-12912;-110658;83137;-12912;-110287;83150;-12828;158250;644;518;False
Normils_garden_08;16200008;-112264;82440;-12912;-112416;82286;-12912;-112109;82594;-12844;158250;644;518;False
Normils_garden_09;16200009;-111824;80648;-12944;-111845;80451;-12944;-111804;80844;-12876;158250;644;518;False
Normils_garden_10;16200010;-107588;83677;-12913;-107608;83580;-12913;-107575;83776;-12855;158250;644;518;False
Normils_garden_11;16200011;-110472;84488;-13008;-110587;84479;-13008;-110357;84499;-12964;158250;644;518;False
Normils_garden_12;16200012;-111424;87176;-13008;-111445;86979;-13008;-111404;87372;-12938;158250;644;518;False
Normils_garden_13;16200013;-110663;84052;-13011;-110683;83955;-13011;-110649;84151;-13003;158250;644;518;False
Normils_garden_14;16200014;-113183;87179;-12904;-113194;87037;-12904;-113173;87323;-12852;158250;644;518;False
Normils_garden_15;16200015;-115074;87178;-12816;-115085;87035;-12816;-115063;87322;-12744;158250;644;518;False
Normils_garden_16;16200016;-116972;87177;-12711;-116983;87034;-12711;-116961;87320;-12711;158250;644;518;False
Normils_garden_17;16200017;-108898;82223;-12878;-108898;82223;-12878;-108898;82223;-12878;158250;644;518;False
Normils_garden_18;16200018;-110476;82844;-12878;-110476;82844;-12878;-110476;82844;-12878;158250;644;518;False
Normils_garden_19;16200019;-112043;82231;-12878;-112043;82231;-12878;-112043;82231;-12878;158250;644;518;False
Normils_garden_20;16200022;-107475;83666;-12884;-107475;87177;-12884;-107475;87177;-12884;158250;644;518;False
Normils_garden_21;16200023;-109201;81920;-12907;-109328;81792;-12907;-108801;82320;-12847;158250;644;518;False
Normils_garden_22;16200024;-110473;82417;-12906;-110603;82366;-12906;-110342;82854;-12850;158250;644;518;False
Normils_garden_23;16200025;-111741;81914;-12908;-112141;81786;-12908;-111611;82316;-12846;158250;644;518;False
################################################################################

# Doors on region 17_10:

# Olympiad Arena
olympiadarena_Door_001;17100001;-88824;-252637;-3342;-88836;-252766;-3342;-88810;-252510;-3242;158250;644;518;False
olympiadarena_Door_001;17100002;-87184;-252637;-3342;-87200;-252766;-3342;-87165;-252510;-3242;158250;644;518;False
olympiadarena_Door_001;17100003;-84599;-252637;-3342;-84611;-252766;-3342;-84585;-252510;-3242;158250;644;518;False
olympiadarena_Door_001;17100004;-82959;-252637;-3342;-82975;-252766;-3342;-82940;-252510;-3242;158250;644;518;False
olympiadarena_Door_001;17100005;-80410;-252637;-3342;-80422;-252766;-3342;-80396;-252510;-3242;158250;644;518;False
olympiadarena_Door_001;17100006;-78749;-252637;-3342;-78765;-252766;-3342;-78730;-252510;-3242;158250;644;518;False
olympiadarena_Door_001;17100007;-76491;-252637;-3342;-76503;-252766;-3342;-76477;-252510;-3242;158250;644;518;False
olympiadarena_Door_001;17100008;-74851;-252637;-3342;-74867;-252766;-3342;-74832;-252510;-3242;158250;644;518;False
olympiadarena_Door_001;17100009;-88824;-249762;-3342;-88836;-249891;-3342;-88810;-249635;-3242;158250;644;518;False
olympiadarena_Door_001;17100010;-87184;-249762;-3342;-87200;-249891;-3342;-87165;-249635;-3242;158250;644;518;False
olympiadarena_Door_001;17100011;-84599;-249762;-3342;-84611;-249891;-3342;-84585;-249635;-3242;158250;644;518;False
olympiadarena_Door_001;17100012;-82959;-249762;-3342;-82975;-249891;-3342;-82940;-249635;-3242;158250;644;518;False
olympiadarena_Door_001;17100013;-80410;-249762;-3342;-80422;-249891;-3342;-80396;-249635;-3242;158250;644;518;False
olympiadarena_Door_001;17100014;-78770;-249762;-3342;-78786;-249891;-3342;-78751;-249635;-3242;158250;644;518;False
olympiadarena_Door_001;17100015;-76491;-249762;-3342;-76503;-249891;-3342;-76477;-249635;-3242;158250;644;518;False
olympiadarena_Door_001;17100016;-74851;-249762;-3342;-74867;-249891;-3342;-74832;-249635;-3242;158250;644;518;False
olympiadarena_Door_001;17100017;-88824;-246955;-3342;-88836;-247084;-3342;-88810;-246828;-3242;158250;644;518;False
olympiadarena_Door_001;17100018;-87184;-246955;-3342;-87200;-247084;-3342;-87165;-246828;-3242;158250;644;518;False
olympiadarena_Door_001;17100019;-84599;-246955;-3342;-84611;-247084;-3342;-84585;-246828;-3242;158250;644;518;False
olympiadarena_Door_001;17100020;-82959;-246955;-3342;-82975;-247084;-3342;-82940;-246828;-3242;158250;644;518;False
olympiadarena_Door_001;17100021;-80410;-246955;-3342;-80422;-247084;-3342;-80396;-246828;-3242;158250;644;518;False
olympiadarena_Door_001;17100022;-78770;-246955;-3342;-78786;-247084;-3342;-78751;-246828;-3242;158250;644;518;False
olympiadarena_Door_001;17100023;-76491;-246955;-3342;-76503;-247084;-3342;-76477;-246828;-3242;158250;644;518;False
olympiadarena_Door_001;17100024;-74851;-246955;-3342;-74867;-247084;-3342;-74832;-246828;-3242;158250;644;518;False
olympiadarena_Door_001;17100025;-88824;-244275;-3342;-88836;-244404;-3342;-88810;-244148;-3242;158250;644;518;False
olympiadarena_Door_001;17100026;-87184;-244275;-3342;-87200;-244404;-3342;-87165;-244148;-3242;158250;644;518;False
olympiadarena_Door_001;17100027;-84599;-244275;-3342;-84611;-244404;-3342;-84585;-244148;-3242;158250;644;518;False
olympiadarena_Door_001;17100028;-82959;-244275;-3342;-82975;-244404;-3342;-82940;-244148;-3242;158250;644;518;False
olympiadarena_Door_001;17100029;-80410;-244275;-3342;-80422;-244404;-3342;-80396;-244148;-3242;158250;644;518;False
olympiadarena_Door_001;17100030;-78770;-244275;-3342;-78786;-244404;-3342;-78751;-244148;-3242;158250;644;518;False
olympiadarena_Door_001;17100031;-76491;-244275;-3342;-76503;-244404;-3342;-76477;-244148;-3242;158250;644;518;False
olympiadarena_Door_001;17100032;-74851;-244275;-3342;-74867;-244404;-3342;-74832;-244148;-3242;158250;644;518;False
olympiadarena_Door_001;17100033;-88824;-241480;-3342;-88836;-241609;-3342;-88810;-241353;-3242;158250;644;518;False
olympiadarena_Door_001;17100034;-87184;-241480;-3342;-87200;-241609;-3342;-87165;-241353;-3242;158250;644;518;False
olympiadarena_Door_001;17100035;-84599;-241480;-3342;-84611;-241609;-3342;-84585;-241353;-3242;158250;644;518;False
olympiadarena_Door_001;17100036;-82959;-241480;-3342;-82975;-241609;-3342;-82940;-241353;-3242;158250;644;518;False
olympiadarena_Door_001;17100037;-80410;-241480;-3342;-80422;-241609;-3342;-80396;-241353;-3242;158250;644;518;False
olympiadarena_Door_001;17100038;-78770;-241480;-3342;-78786;-241609;-3342;-78751;-241353;-3242;158250;644;518;False
olympiadarena_Door_001;17100039;-76491;-241480;-3342;-76503;-241609;-3342;-76477;-241353;-3242;158250;644;518;False
olympiadarena_Door_001;17100040;-74851;-241480;-3342;-74867;-241609;-3342;-74832;-241353;-3242;158250;644;518;False
olympiadarena_Door_001;17100041;-88800;-238836;-3342;-88812;-238965;-3342;-88786;-238709;-3242;158250;644;518;False
olympiadarena_Door_001;17100042;-87160;-238836;-3342;-87176;-238965;-3342;-87141;-238709;-3242;158250;644;518;False
olympiadarena_Door_001;17100043;-84599;-238836;-3342;-84611;-238965;-3342;-84585;-238709;-3242;158250;644;518;False
olympiadarena_Door_001;17100044;-82959;-238836;-3342;-82975;-238965;-3342;-82940;-238709;-3242;158250;644;518;False
###############################################################################

# Doors on region 17_15:

Automatic_Door;17150001;-85904;-86402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150002;-83904;-86402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150003;-81904;-86402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150004;-79904;-86402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150005;-77904;-86402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150006;-86498;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150007;-85310;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150008;-84498;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150009;-83310;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150010;-82498;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150011;-81310;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150012;-80498;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150013;-79310;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150014;-78498;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150015;-77310;-85808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150016;-85904;-85214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150017;-83904;-85214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150018;-81904;-85214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150019;-79904;-85214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150020;-77904;-85214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150021;-85904;-84402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150022;-83904;-84402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150023;-81904;-84402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150024;-79904;-84402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150025;-77904;-84402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150026;-86498;-83808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150027;-85310;-83808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150028;-84498;-83808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150029;-83310;-83808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150030;-82498;-83808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150031;-81310;-83808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150032;-80498;-83808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150033;-79310;-83808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150034;-78498;-83808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150035;-77310;-83808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150036;-85904;-83214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150037;-83904;-83214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150038;-81904;-83214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150039;-79904;-83214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150040;-77904;-83214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150041;-85904;-82402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150042;-83904;-82402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150043;-81904;-82402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150044;-79904;-82402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150045;-77904;-82402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150046;-86498;-81808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150047;-85310;-81808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150048;-84498;-81808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150049;-83310;-81808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150050;-82498;-81808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150051;-81310;-81808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150052;-80498;-81808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150053;-79310;-81808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150054;-78498;-81808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150055;-77310;-81808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150056;-85904;-81214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150057;-83904;-81214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150058;-81904;-81214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150059;-79904;-81214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150060;-77904;-81214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150061;-85904;-80402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150062;-83904;-80402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150063;-81904;-80402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150064;-79904;-80402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150065;-77904;-80402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150066;-86498;-79808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150067;-85310;-79808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150068;-84498;-79808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150069;-83310;-79808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150070;-82498;-79808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150071;-81310;-79808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150072;-80498;-79808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150073;-79310;-79808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150074;-78498;-79808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150075;-77310;-79808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150076;-85904;-79214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150077;-83904;-79214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150078;-81904;-79214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150079;-79904;-79214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150080;-77904;-79214;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150081;-85904;-78402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150082;-83904;-78402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150083;-81904;-78402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150084;-79904;-78402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150085;-77904;-78402;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150086;-86498;-77808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150087;-85310;-77808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150088;-84498;-77808;-8384;0;0;0;0;0;0;158250;644;518;False
Automatic_Door;17150089;-83310;-77808;-8384;0;0;0;0;0;0;158250;644;518;False
